Node1,Node2,Relationship
GO:0004047,GO:0016742,Uncle/Nephew：1 (叔侄节点)
GO:0010471,GO:0070568,Uncle：1/Nephew (叔侄节点)
GO:1905013,GO:1900372,Sibling (兄弟节点)
GO:0046719,GO:0065008,Uncle：1/Nephew (叔侄节点)
GO:1901056,GO:1901575,Uncle：1/Nephew (叔侄节点)
GO:0071414,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0030877,GO:0140535,Sibling (兄弟节点)
GO:0005476,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:1901425,GO:1901698,Uncle/Nephew：1 (叔侄节点)
GO:1902349,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:0031522,GO:0140535,Sibling (兄弟节点)
GO:0010523,GO:1903170,Sibling (兄弟节点)
GO:0071515,GO:0022413,Sibling (兄弟节点)
GO:0071521,GO:0140535,Sibling (兄弟节点)
GO:0017014,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0034153,GO:0062208,Uncle：1/Nephew (叔侄节点)
GO:1901707,GO:0005504,Sibling (兄弟节点)
GO:0047935,GO:0004344,Uncle：1/Nephew (叔侄节点)
GO:0090298,GO:1901859,Uncle：1/Nephew (叔侄节点)
GO:0034155,GO:0039531,Uncle/Nephew：1 (叔侄节点)
GO:0051479,GO:0046394,Sibling (兄弟节点)
GO:1903578,GO:1900542,Uncle/Nephew：1 (叔侄节点)
GO:0031431,GO:0140513,Uncle/Nephew：1 (叔侄节点)
GO:0035430,GO:0032890,Uncle：1/Nephew (叔侄节点)
GO:0004857,GO:0140678,Uncle/Nephew：1 (叔侄节点)
GO:1900340,GO:0051172,Uncle/Nephew：1 (叔侄节点)
GO:1905694,GO:0031327,Uncle：1/Nephew (叔侄节点)
GO:0090372,GO:0034764,Sibling (兄弟节点)
GO:0009080,GO:0009063,Uncle/Nephew：1 (叔侄节点)
GO:0120097,GO:0031501,Sibling (兄弟节点)
GO:1900814,GO:0046395,Sibling (兄弟节点)
GO:0034590,GO:0008028,Uncle/Nephew：1 (叔侄节点)
GO:0015312,GO:0022853,Uncle/Nephew：1 (叔侄节点)
GO:1904212,GO:1903959,Uncle/Nephew：1 (叔侄节点)
GO:0031390,GO:0140513,Sibling (兄弟节点)
GO:0034159,GO:0039531,Uncle/Nephew：1 (叔侄节点)
GO:1903796,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:1904918,GO:0032974,Sibling (兄弟节点)
GO:0006083,GO:0006807,Uncle：1/Nephew (叔侄节点)
GO:0008272,GO:0071705,Uncle/Nephew：1 (叔侄节点)
GO:1904113,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:0050992,GO:1901576,Uncle：1/Nephew (叔侄节点)
GO:0010167,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0002038,GO:0034764,Uncle：1/Nephew (叔侄节点)
GO:2000488,GO:0032352,Uncle：1/Nephew (叔侄节点)
GO:0007506,GO:0003006,Uncle：1/Nephew (叔侄节点)
GO:0019239,GO:0016810,Sibling (兄弟节点)
GO:0052338,GO:0052183,Uncle：1/Nephew (叔侄节点)
GO:0052652,GO:0009187,Uncle：1/Nephew (叔侄节点)
GO:0102373,GO:0016712,Sibling (兄弟节点)
GO:0039594,GO:0045182,No Specific Relationship
GO:0018158,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0030208,GO:0072330,Uncle/Nephew：1 (叔侄节点)
GO:1900928,GO:0034764,Uncle：1/Nephew (叔侄节点)
GO:1902475,GO:0015807,Uncle：1/Nephew (叔侄节点)
GO:0015976,GO:0031667,No Specific Relationship
GO:1902061,GO:1901564,Sibling (兄弟节点)
GO:0030547,GO:0140678,Uncle/Nephew：1 (叔侄节点)
GO:0071277,GO:1901701,Uncle：1/Nephew (叔侄节点)
GO:0071318,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:1902689,GO:1900543,Uncle/Nephew：1 (叔侄节点)
GO:0010318,GO:1902494,Sibling (兄弟节点)
GO:1901007,GO:0046483,Uncle：1/Nephew (叔侄节点)
GO:0015231,GO:0046943,Uncle/Nephew：1 (叔侄节点)
GO:0090613,GO:0016814,Uncle/Nephew：1 (叔侄节点)
GO:0010511,GO:0031326,Uncle：1/Nephew (叔侄节点)
GO:0099586,GO:0051649,Uncle：1/Nephew (叔侄节点)
GO:0015309,GO:0015078,Uncle：1/Nephew (叔侄节点)
GO:0000236,GO:0000087,Sibling (兄弟节点)
GO:1902669,GO:0010976,Uncle/Nephew：1 (叔侄节点)
GO:0043610,GO:0032107,Uncle/Nephew：1 (叔侄节点)
GO:0001407,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:0045870,GO:1902680,No Specific Relationship
GO:0033243,GO:0009896,Uncle：1/Nephew (叔侄节点)
GO:0098708,GO:1904659,Uncle/Nephew：1 (叔侄节点)
GO:1902025,GO:0071705,Uncle：1/Nephew (叔侄节点)
GO:0060392,GO:1902532,Uncle/Nephew：1 (叔侄节点)
GO:0052929,GO:0140101,No Specific Relationship
GO:0042744,GO:1901575,Uncle/Nephew：1 (叔侄节点)
GO:0015079,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0031062,GO:0031325,Uncle：1/Nephew (叔侄节点)
GO:0002630,GO:0031331,Uncle：1/Nephew (叔侄节点)
GO:1905144,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0120189,GO:0032892,Uncle/Nephew：1 (叔侄节点)
GO:0036253,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:1904329,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:0055068,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:0034741,GO:0140535,Sibling (兄弟节点)
GO:0031137,GO:0050789,Uncle：1/Nephew (叔侄节点)
GO:0033049,GO:0072338,Sibling (兄弟节点)
GO:0036256,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0009686,GO:0046394,Sibling (兄弟节点)
GO:2001158,GO:0034253,Uncle/Nephew：1 (叔侄节点)
GO:0060239,GO:2000243,Uncle：1/Nephew (叔侄节点)
GO:0090394,GO:0048519,Uncle：1/Nephew (叔侄节点)
GO:0010169,GO:0140535,Uncle/Nephew：1 (叔侄节点)
GO:1905625,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:1901390,GO:0023056,Uncle：1/Nephew (叔侄节点)
GO:0019470,GO:1901361,Uncle：1/Nephew (叔侄节点)
GO:0051640,GO:0051179,Grandparent-Grandchild (爷孙节点)
GO:0018126,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0120103,GO:0140535,Sibling (兄弟节点)
GO:0002221,GO:0002758,Uncle/Nephew：1 (叔侄节点)
GO:0008291,GO:1901564,Sibling (兄弟节点)
GO:0006335,GO:0006325,Uncle：1/Nephew (叔侄节点)
GO:0055068,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:0001692,GO:0006796,Uncle：1/Nephew (叔侄节点)
GO:0030632,GO:0006523,Uncle/Nephew：1 (叔侄节点)
GO:0000748,GO:0019953,Uncle：1/Nephew (叔侄节点)
GO:1905232,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0010495,GO:0090625,Uncle/Nephew：1 (叔侄节点)
GO:0043278,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:1903173,GO:1901568,Uncle/Nephew：1 (叔侄节点)
GO:0030200,GO:0044273,Uncle：1/Nephew (叔侄节点)
GO:0031494,GO:0050793,Uncle/Nephew：1 (叔侄节点)
GO:0031365,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:2001002,GO:2000990,Sibling (兄弟节点)
GO:0033247,GO:0031329,Uncle：1/Nephew (叔侄节点)
GO:1902222,GO:0009063,Uncle/Nephew：1 (叔侄节点)
GO:1901035,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0000319,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:0018031,GO:0016410,Uncle/Nephew：1 (叔侄节点)
GO:0045273,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:0090399,GO:0044237,Uncle：1/Nephew (叔侄节点)
GO:0050865,GO:0051239,Uncle/Nephew：1 (叔侄节点)
GO:1903252,GO:1901605,Uncle/Nephew：1 (叔侄节点)
GO:0003354,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:0042962,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0005954,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0019051,GO:0052151,Uncle：1/Nephew (叔侄节点)
GO:1901905,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:1902925,GO:0006631,Uncle/Nephew：1 (叔侄节点)
GO:2000310,GO:0032412,Uncle：1/Nephew (叔侄节点)
GO:0072748,GO:0071417,Uncle/Nephew：1 (叔侄节点)
GO:1901151,GO:0046174,No Specific Relationship
GO:0032804,GO:0042177,Uncle/Nephew：1 (叔侄节点)
GO:0035552,GO:0080111,Uncle：1/Nephew (叔侄节点)
GO:1902321,GO:0006633,Sibling (兄弟节点)
GO:0004117,GO:0047555,Sibling (兄弟节点)
GO:0015382,GO:0015370,Uncle/Nephew：1 (叔侄节点)
GO:0033050,GO:0072339,Sibling (兄弟节点)
GO:0080047,GO:0070568,No Specific Relationship
GO:0030929,GO:1902494,Sibling (兄弟节点)
GO:0140674,GO:0140713,No Specific Relationship
GO:0034163,GO:0039531,Uncle/Nephew：1 (叔侄节点)
GO:0030091,GO:0019538,Uncle：1/Nephew (叔侄节点)
GO:0004972,GO:0022890,Uncle：1/Nephew (叔侄节点)
GO:0003884,GO:0008131,Sibling (兄弟节点)
GO:1900927,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0042865,GO:0046395,Sibling (兄弟节点)
GO:0106295,GO:0046173,Uncle：1/Nephew (叔侄节点)
GO:0010157,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:1905441,GO:0034284,Uncle/Nephew：1 (叔侄节点)
GO:0102025,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:0006739,GO:0006163,Uncle/Nephew：1 (叔侄节点)
GO:0043862,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0009009,GO:0008907,Sibling (兄弟节点)
GO:1904359,GO:0050793,Uncle：1/Nephew (叔侄节点)
GO:0010292,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0051663,GO:0022414,Grandparent-Grandchild (爷孙节点)
GO:1905442,GO:0071326,Uncle/Nephew：1 (叔侄节点)
GO:0002050,GO:0019439,Uncle：1/Nephew (叔侄节点)
GO:2000146,GO:0048523,Uncle/Nephew：1 (叔侄节点)
GO:0006741,GO:0006164,Uncle/Nephew：1 (叔侄节点)
GO:1903175,GO:1901570,Uncle/Nephew：1 (叔侄节点)
GO:1901238,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0062158,GO:0005452,Sibling (兄弟节点)
GO:0052039,GO:0052008,Sibling (兄弟节点)
GO:1901239,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:1901570,GO:0008610,Sibling (兄弟节点)
GO:1900557,GO:0072339,Uncle/Nephew：1 (叔侄节点)
GO:0120255,GO:1901576,Sibling (兄弟节点)
GO:0070588,GO:0098655,Uncle：1/Nephew (叔侄节点)
GO:0015111,GO:0008509,Uncle：1/Nephew (叔侄节点)
GO:0046155,GO:0016124,No Specific Relationship
GO:0071577,GO:0098655,Uncle：1/Nephew (叔侄节点)
GO:0010304,GO:0030163,Uncle：1/Nephew (叔侄节点)
GO:0050340,GO:0008253,Uncle/Nephew：1 (叔侄节点)
GO:0030164,GO:0030163,Uncle：1/Nephew (叔侄节点)
GO:0097069,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0034130,GO:0002752,Uncle/Nephew：1 (叔侄节点)
GO:1900802,GO:0046394,Sibling (兄弟节点)
GO:0018342,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0042918,GO:0072348,Uncle：1/Nephew (叔侄节点)
GO:0055079,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:0071092,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:1905794,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0055071,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:0072657,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0061586,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:1900801,GO:0046395,Sibling (兄弟节点)
GO:0015520,GO:0022853,Uncle：1/Nephew (叔侄节点)
GO:0004013,GO:0046508,Uncle：1/Nephew (叔侄节点)
GO:0071567,GO:0008234,Uncle：1/Nephew (叔侄节点)
GO:0071524,GO:0046394,Sibling (兄弟节点)
GO:2000772,GO:0031323,Uncle/Nephew：1 (叔侄节点)
GO:0030289,GO:0008287,Uncle：1/Nephew (叔侄节点)
GO:0045754,GO:0051173,Uncle/Nephew：1 (叔侄节点)
GO:0036101,GO:0042758,Uncle/Nephew：1 (叔侄节点)
GO:0055079,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:0106020,GO:0050794,Uncle：1/Nephew (叔侄节点)
GO:0055071,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:1905012,GO:1902688,Uncle：1/Nephew (叔侄节点)
GO:1901152,GO:0030648,Sibling (兄弟节点)
GO:1904727,GO:0031324,Uncle/Nephew：1 (叔侄节点)
GO:0060274,GO:0019725,Uncle/Nephew：1 (叔侄节点)
GO:2000636,GO:1903800,Sibling (兄弟节点)
GO:0036125,GO:1902494,Sibling (兄弟节点)
GO:0042959,GO:1901682,Uncle/Nephew：1 (叔侄节点)
GO:0140703,GO:0032559,Uncle/Nephew：1 (叔侄节点)
GO:1904919,GO:0034489,Uncle/Nephew：1 (叔侄节点)
GO:0034252,GO:0009895,Uncle：1/Nephew (叔侄节点)
GO:0031495,GO:0051093,Uncle/Nephew：1 (叔侄节点)
GO:0046936,GO:0016814,Uncle/Nephew：1 (叔侄节点)
GO:0051819,GO:0044068,Sibling (兄弟节点)
GO:1903116,GO:0048522,Uncle：1/Nephew (叔侄节点)
GO:0032788,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:0015350,GO:0072349,Uncle/Nephew：1 (叔侄节点)
GO:0019008,GO:1902494,Sibling (兄弟节点)
GO:0097253,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:1904726,GO:0031323,Uncle/Nephew：1 (叔侄节点)
GO:1901647,GO:0050679,Sibling (兄弟节点)
GO:0022839,GO:0005216,Uncle/Nephew：1 (叔侄节点)
GO:1904278,GO:0046889,Sibling (兄弟节点)
GO:0006792,GO:0032107,Uncle/Nephew：1 (叔侄节点)
GO:0034148,GO:0009968,Uncle：1/Nephew (叔侄节点)
GO:0008518,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0002342,GO:0010623,Uncle：1/Nephew (叔侄节点)
GO:0039699,GO:0019049,Uncle：1/Nephew (叔侄节点)
GO:0046943,GO:0008514,Uncle/Nephew：1 (叔侄节点)
GO:0045570,GO:0048638,Uncle：1/Nephew (叔侄节点)
GO:0009292,GO:0009987,Grandparent-Grandchild (爷孙节点)
GO:1901009,GO:1901362,Uncle：1/Nephew (叔侄节点)
GO:0000753,GO:0000902,Uncle/Nephew：1 (叔侄节点)
GO:0090686,GO:0015199,Uncle：1/Nephew (叔侄节点)
GO:0055075,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:1902858,GO:0035337,Sibling (兄弟节点)
GO:0009344,GO:1902494,Sibling (兄弟节点)
GO:0070214,GO:1902494,Sibling (兄弟节点)
GO:1990277,GO:0000003,No Specific Relationship
GO:0042876,GO:0046943,Uncle：1/Nephew (叔侄节点)
GO:0019695,GO:1901564,Sibling (兄弟节点)
GO:1902895,GO:2000630,Uncle：1/Nephew (叔侄节点)
GO:0050232,GO:0052597,Sibling (兄弟节点)
GO:0001326,GO:0006261,Sibling (兄弟节点)
GO:0019785,GO:0008234,Uncle：1/Nephew (叔侄节点)
GO:0071399,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0045949,GO:0010562,Uncle/Nephew：1 (叔侄节点)
GO:0070549,GO:0017148,Uncle：1/Nephew (叔侄节点)
GO:1901390,GO:0010647,Uncle：1/Nephew (叔侄节点)
GO:0034755,GO:0098655,Uncle：1/Nephew (叔侄节点)
GO:0055075,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:0006412,GO:0019538,Uncle：1/Nephew (叔侄节点)
GO:0001546,GO:0048589,Sibling (兄弟节点)
GO:0031060,GO:0031323,Uncle：1/Nephew (叔侄节点)
GO:0097361,GO:0140535,Sibling (兄弟节点)
GO:0099078,GO:0140535,Sibling (兄弟节点)
GO:0006816,GO:0071702,Uncle：1/Nephew (叔侄节点)
GO:0015732,GO:0015908,Sibling (兄弟节点)
GO:0031138,GO:0048519,Uncle：1/Nephew (叔侄节点)
GO:0045848,GO:0032109,Uncle/Nephew：1 (叔侄节点)
GO:1901799,GO:0042177,Uncle：1/Nephew (叔侄节点)
GO:0008292,GO:1901566,Uncle/Nephew：1 (叔侄节点)
GO:1905145,GO:0071417,Sibling (兄弟节点)
GO:0046687,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:1900659,GO:0062014,Uncle：1/Nephew (叔侄节点)
GO:0018981,GO:0009308,Uncle：1/Nephew (叔侄节点)
GO:1904360,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:0071249,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0015310,GO:0015078,Uncle：1/Nephew (叔侄节点)
GO:0002629,GO:0042177,Uncle：1/Nephew (叔侄节点)
GO:1905013,GO:1902689,Uncle：1/Nephew (叔侄节点)
GO:0035785,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:0097736,GO:0003006,Uncle/Nephew：1 (叔侄节点)
GO:0031496,GO:0051094,Uncle/Nephew：1 (叔侄节点)
GO:1903797,GO:0034764,Uncle：1/Nephew (叔侄节点)
GO:1903964,GO:0006631,Uncle/Nephew：1 (叔侄节点)
GO:1990146,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:2000211,GO:0034248,Uncle：1/Nephew (叔侄节点)
GO:0106410,GO:0000966,Uncle：1/Nephew (叔侄节点)
GO:0070559,GO:1902494,Sibling (兄弟节点)
GO:1900179,GO:0051173,Uncle/Nephew：1 (叔侄节点)
GO:0010523,GO:0051481,Uncle/Nephew：1 (叔侄节点)
GO:1900469,GO:0031327,Uncle：1/Nephew (叔侄节点)
GO:0006795,GO:0051174,Uncle/Nephew：1 (叔侄节点)
GO:1903545,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0140485,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0047935,GO:0016616,Uncle：1/Nephew (叔侄节点)
GO:0015189,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0039530,GO:0002753,Uncle：1/Nephew (叔侄节点)
GO:0008603,GO:0003674,No Specific Relationship
GO:0009685,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:0016597,GO:0031406,No Specific Relationship
GO:0090680,GO:0044659,Uncle：1/Nephew (叔侄节点)
GO:0044027,GO:0045814,No Specific Relationship
GO:0008209,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:0019532,GO:0071705,Uncle：1/Nephew (叔侄节点)
GO:1901562,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0010855,GO:0010852,Uncle：1/Nephew (叔侄节点)
GO:0034471,GO:0036260,Uncle/Nephew：1 (叔侄节点)
GO:0140723,GO:1901336,Uncle/Nephew：1 (叔侄节点)
GO:0035943,GO:0035929,Sibling (兄弟节点)
GO:0070907,GO:0015297,Uncle/Nephew：1 (叔侄节点)
GO:0071505,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0034169,GO:0062208,Uncle：1/Nephew (叔侄节点)
GO:0060402,GO:0097553,Uncle/Nephew：1 (叔侄节点)
GO:0061513,GO:0015152,Uncle：1/Nephew (叔侄节点)
GO:0070937,GO:0140535,Sibling (兄弟节点)
GO:0009068,GO:0009063,Uncle/Nephew：1 (叔侄节点)
GO:0001671,GO:0060590,Uncle/Nephew：1 (叔侄节点)
GO:1902600,GO:0098655,Uncle：1/Nephew (叔侄节点)
GO:0090452,GO:0098655,Uncle：1/Nephew (叔侄节点)
GO:0010266,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:0050665,GO:1901576,Uncle/Nephew：1 (叔侄节点)
GO:0043494,GO:0080008,Uncle/Nephew：1 (叔侄节点)
GO:0005697,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0015624,GO:0015603,Uncle：1/Nephew (叔侄节点)
GO:0045862,GO:0051247,Uncle/Nephew：1 (叔侄节点)
GO:0045914,GO:0031324,Uncle：1/Nephew (叔侄节点)
GO:0051984,GO:0090068,Uncle/Nephew：1 (叔侄节点)
GO:0002049,GO:0018130,Uncle：1/Nephew (叔侄节点)
GO:0015309,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0052600,GO:0052597,Sibling (兄弟节点)
GO:0048543,GO:0009058,Uncle：1/Nephew (叔侄节点)
GO:0006883,GO:0030003,Uncle：1/Nephew (叔侄节点)
GO:1901962,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:0060476,GO:0008104,Uncle/Nephew：1 (叔侄节点)
GO:0010331,GO:0031406,Uncle/Nephew：1 (叔侄节点)
GO:1901425,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0140703,GO:0043168,Uncle：1/Nephew (叔侄节点)
GO:0030097,GO:0048468,Uncle：1/Nephew (叔侄节点)
GO:0106135,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:0005277,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:0062057,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0036280,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0015709,GO:0071705,Uncle/Nephew：1 (叔侄节点)
GO:1905145,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:1900805,GO:0035835,Uncle/Nephew：1 (叔侄节点)
GO:0015276,GO:0022839,Uncle/Nephew：1 (叔侄节点)
GO:0038048,GO:0008528,Uncle：1/Nephew (叔侄节点)
GO:0120227,GO:0043168,Uncle/Nephew：1 (叔侄节点)
GO:0019531,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0140157,GO:0098659,Uncle/Nephew：1 (叔侄节点)
GO:0033943,GO:0004565,Sibling (兄弟节点)
GO:0072189,GO:0035295,Uncle/Nephew：1 (叔侄节点)
GO:2001245,GO:0031326,Uncle：1/Nephew (叔侄节点)
GO:0034743,GO:0140535,Sibling (兄弟节点)
GO:0009415,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0106377,GO:0047429,Uncle/Nephew：1 (叔侄节点)
GO:0052842,GO:0008486,Sibling (兄弟节点)
GO:0034746,GO:0140535,Sibling (兄弟节点)
GO:0006537,GO:0043604,Uncle：1/Nephew (叔侄节点)
GO:0005471,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0030929,GO:0140535,Sibling (兄弟节点)
GO:0019786,GO:0008234,Uncle：1/Nephew (叔侄节点)
GO:2001246,GO:0031327,Uncle：1/Nephew (叔侄节点)
GO:0043609,GO:0032107,Uncle/Nephew：1 (叔侄节点)
GO:1903254,GO:1901605,Uncle/Nephew：1 (叔侄节点)
GO:1902476,GO:0098656,Uncle：1/Nephew (叔侄节点)
GO:0006309,GO:0006308,Uncle：1/Nephew (叔侄节点)
GO:0046154,GO:0019538,Uncle：1/Nephew (叔侄节点)
GO:0044676,GO:1902494,Sibling (兄弟节点)
GO:2001204,GO:1903706,Uncle：1/Nephew (叔侄节点)
GO:1900660,GO:0062013,Uncle：1/Nephew (叔侄节点)
GO:1901800,GO:0045732,Uncle：1/Nephew (叔侄节点)
GO:0018246,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0032802,GO:0030163,Uncle/Nephew：1 (叔侄节点)
GO:2001157,GO:0031330,Uncle：1/Nephew (叔侄节点)
GO:0019677,GO:0019674,Uncle：1/Nephew (叔侄节点)
GO:0015108,GO:0008509,Uncle：1/Nephew (叔侄节点)
GO:1902688,GO:1900542,Uncle/Nephew：1 (叔侄节点)
GO:0061815,GO:0004843,Sibling (兄弟节点)
GO:0102035,GO:0003995,Uncle/Nephew：1 (叔侄节点)
GO:2000213,GO:0034250,Uncle：1/Nephew (叔侄节点)
GO:0046739,GO:0044001,Sibling (兄弟节点)
GO:0021905,GO:0048859,Sibling (兄弟节点)
GO:1902618,GO:1901701,Sibling (兄弟节点)
GO:1901753,GO:0042759,Uncle/Nephew：1 (叔侄节点)
GO:0047710,GO:0016462,Uncle：1/Nephew (叔侄节点)
GO:0030643,GO:0055082,Uncle：1/Nephew (叔侄节点)
GO:0033248,GO:0031330,Uncle：1/Nephew (叔侄节点)
GO:0060919,GO:0098657,Uncle：1/Nephew (叔侄节点)
GO:0018352,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0033739,GO:0046857,Uncle：1/Nephew (叔侄节点)
GO:0006171,GO:0009190,Uncle/Nephew：1 (叔侄节点)
GO:0050184,GO:0016717,Uncle：1/Nephew (叔侄节点)
GO:2000540,GO:0031324,Uncle：1/Nephew (叔侄节点)
GO:0045456,GO:0042446,Uncle：1/Nephew (叔侄节点)
GO:0046178,GO:0009312,Uncle：1/Nephew (叔侄节点)
GO:0015386,GO:0051139,Uncle/Nephew：1 (叔侄节点)
GO:0098768,GO:0051327,Uncle/Nephew：1 (叔侄节点)
GO:0035785,GO:0030003,Uncle：1/Nephew (叔侄节点)
GO:0004085,GO:0003995,Uncle/Nephew：1 (叔侄节点)
GO:0031508,GO:0031048,Uncle/Nephew：1 (叔侄节点)
GO:0010909,GO:0051176,Uncle：1/Nephew (叔侄节点)
GO:0070824,GO:0016581,Sibling (兄弟节点)
GO:0015798,GO:0015850,Uncle：1/Nephew (叔侄节点)
GO:0052840,GO:0008486,Sibling (兄弟节点)
GO:0009366,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0039656,GO:0019054,Sibling (兄弟节点)
GO:0017099,GO:0003995,Uncle：1/Nephew (叔侄节点)
GO:0140638,GO:1902555,Uncle/Nephew：1 (叔侄节点)
GO:0035730,GO:0043168,Uncle/Nephew：1 (叔侄节点)
GO:0007190,GO:0045762,Uncle/Nephew：1 (叔侄节点)
GO:0042857,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:1905857,GO:1900544,Uncle/Nephew：1 (叔侄节点)
GO:0044565,GO:0032943,Uncle：1/Nephew (叔侄节点)
GO:0072489,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:0008193,GO:0140101,No Specific Relationship
GO:1902617,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0002760,GO:0031349,Uncle/Nephew：1 (叔侄节点)
GO:0120291,GO:0051053,Uncle：1/Nephew (叔侄节点)
GO:0034172,GO:0039532,Uncle/Nephew：1 (叔侄节点)
GO:1901055,GO:0071704,Uncle：1/Nephew (叔侄节点)
GO:0015377,GO:0015108,Uncle/Nephew：1 (叔侄节点)
GO:0019556,GO:0043605,Uncle/Nephew：1 (叔侄节点)
GO:0036525,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0018546,GO:0046857,Uncle：1/Nephew (叔侄节点)
GO:0140464,GO:0097240,Uncle：1/Nephew (叔侄节点)
GO:0015309,GO:0022853,Uncle：1/Nephew (叔侄节点)
GO:0038046,GO:0008528,Uncle：1/Nephew (叔侄节点)
GO:0007519,GO:0060537,Uncle：1/Nephew (叔侄节点)
GO:0031925,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:0046715,GO:0022804,Uncle：1/Nephew (叔侄节点)
GO:0015819,GO:1902022,Sibling (兄弟节点)
GO:0034418,GO:0072522,Uncle/Nephew：1 (叔侄节点)
